Meas_Num,Item,Series,Time_Stamp,Date,Time_s,Measurement_ID,Image,Intensity_Cnt_s,Normalized_Intensity_Cnt_s,Number_Acqs,Number_Unmarked_Acqs,Number_Marked_Acqs,Acqs_Unmarked,Acq_Time_s,DLS_Temp_C,Attenuation_Level,Laser_Power,Set_Temp_C,Ramp_Rate_C_min,Well,Row,Col,Configuration,Radius_nm,Amplitude,Diffusion_Coefficient_cm_s,Diameter_nm,Polydispersity_nm,PD,PD_Index,Mw_R_kDa,Baseline,SOS,Viscosity_from_Sample_Rh_cP,Lambda_1_s,Sigma_1_s,D10_nm,D50_nm,D90_nm,Span_D90_D10_D50,RMS_Error,Number_Unfiltered_Peaks_I,Number_Filtered_Peaks_I,Pre_correction_Internal_Standard_Rh_I_nm,Internal_Standard_Viscosity_I_cP,Mw_S_Da,_1_Mw_S_1_Da,Particle_Concentration_1_mL,Particle_Concentration_Calculation,Particle_Material,Particle_Shape,Particle_Core_Real_RI,Particle_Core_Imaginary_RI,Sample,Concentration_mg_mL,Mw_R_Model,dn_dc_mL_g,Conformation_Model_for_SLS,A2_mol_mL_g_2,Viscosity_Calculation_Use_Internal_Standard,Internal_Standard_Rh_nm,Internal_Standard_Rh_Range_Minimum_nm,Internal_Standard_Rh_Range_Maximum_nm,Solvent,Rfr_Idx_589nm_20C,Viscosity_cP,Temp_Model,Peak_Num,Peak_Radius_nm_I,Peak_Diameter_nm_I,Peak_Diffusion_Coefficient_cm_s_I,Peak_Mw_R_kDa_I,Peak_Pd_I,Peak_Pd_nm_I,Peak_Pd_Index_I,Peak_Intensity_I,Peak_Mass_I,Peak_Number_I,Membrane_Type,Protein_Type,Protein_Conc,Lipid_Type,Lipid_Conc,Polymer_Type,Polymer_Percentage,Buffer_Type,Buffer_Conc,pH,Salt_Conc,Polymer_Mr,Latex_Nanospheres,Experiment_ID
28,"C6 ",NULL,12:52:55,20/11/2019,1299,28,View,6.79E+06,6.47E+07,5,5,0,100,5.03316,24.9894,30,15,25,0,C6,3,6,2019-Nov-20 12:30:22,15.3568,0.172145,1.60E-07,30.7137,2.70403,17.608,0.17608,2008.57,1.00053,0.190779,--,6279.02,2771.3,--,--,--,--,0.000180333,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887192,Aqueous,2,15.7158,31.4316,1.57E-07,2120.15,8.10215,1.27332,0.0810215,98.3975,21.6434,0.118828,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.1,TRIS,50,8,150,NULL,NULL,201119
29,"C7 ",NULL,12:53:35,20/11/2019,1339,29,View,5.10E+06,1.36E+08,5,5,0,100,5.03316,24.9807,95,75,25,0,C7,3,7,2019-Nov-20 12:30:22,40.1261,0.21107,6.13E-08,80.2521,17.6047,43.8736,0.438736,19005.4,0.999438,0.601335,--,1530.36,2192.32,--,--,--,--,0.000434208,2,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887372,Aqueous,1,61.5419,123.084,4.00E-08,51698.8,59.9075,36.8682,0.599075,100,100,100,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
30,"C8 ",NULL,12:54:16,20/11/2019,1380,30,View,5.66E+06,1.33E+08,5,5,0,100,5.03316,24.9773,95,85,25,0,C8,3,8,2019-Nov-20 12:30:22,38.9128,0.187858,6.32E-08,77.8257,17.4018,44.7199,0.447199,17688,0.999831,0.365484,--,1511.73,2308.53,--,--,--,--,0.00033599,2,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887441,Aqueous,1,71.6423,143.285,3.43E-08,73774.1,95.4199,68.361,0.954199,100,100,100,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
31,"C9 ",NULL,12:54:55,20/11/2019,1419,31,View,6.38E+06,1.58E+08,5,5,0,100,5.03316,24.9844,83.8,25,25,0,C9,3,9,2019-Nov-20 12:30:22,38.1995,0.228539,6.44E-08,76.399,16.7014,43.7215,0.437215,16938.6,0.999406,1.27171,--,1619.43,2294.42,--,--,--,--,0.000472572,2,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887296,Aqueous,1,60.2107,120.421,4.09E-08,49120.1,64.8002,39.0167,0.648002,100,100,100,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
32,"C10 ",NULL,12:55:35,20/11/2019,1459,32,View,4.94E+06,7.71E+08,5,5,0,100,5.03316,24.9903,96.8,20,25,0,C10,3,10,2019-Nov-20 12:30:22,106.403,0.25893,2.31E-08,212.805,54.3536,51.0829,0.510829,186141,1.00274,1.14196,--,322.366,989.383,--,--,--,--,0.000683188,4,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887175,Aqueous,1,137.148,274.296,1.79E-08,337112,71.9513,98.6797,0.719513,100,100,100,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
33,"C11 ",NULL,12:56:24,20/11/2019,1508,33,View,4.58E+06,7.63E+08,5,5,0,100,5.03316,24.9976,97,20,25,0,C11,3,11,2019-Nov-20 12:30:22,108.343,0.241751,2.27E-08,216.686,61.8418,57.0796,0.570796,194181,1.0204,3.78302,--,1.46E-05,1130.96,--,--,--,--,0.000606887,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887025,Aqueous,1,85.1007,170.201,2.89E-08,110366,35.9713,30.6118,0.359713,90.1875,68.2089,99.5291,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
33,"C11 ",NULL,12:56:24,20/11/2019,1508,33,View,4.58E+06,7.63E+08,5,5,0,100,5.03316,24.9976,97,20,25,0,C11,3,11,2019-Nov-20 12:30:22,108.343,0.241751,2.27E-08,216.686,61.8418,57.0796,0.570796,194181,1.0204,3.78302,--,1.46E-05,1130.96,--,--,--,--,0.000606887,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887025,Aqueous,2,434.408,868.815,5.66E-09,5.00E+06,26.9077,116.889,0.269077,9.8125,31.7911,0.470866,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
34,"C12 ",NULL,12:57:23,20/11/2019,1567,34,View,5.57E+06,6.96E+08,5,5,0,100,5.03316,25.0053,96,20,25,0,C12,3,12,2019-Nov-20 12:30:22,113.412,0.243999,2.17E-08,226.824,57.8494,51.0082,0.510082,216108,1.02015,1.70408,--,305.646,926.873,--,--,--,--,0.000546816,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886867,Aqueous,1,11.4759,22.9519,2.14E-07,1015.95,11.5273,1.32286,0.115273,1.43468,11.6104,99.2235,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
34,"C12 ",NULL,12:57:23,20/11/2019,1567,34,View,5.57E+06,6.96E+08,5,5,0,100,5.03316,25.0053,96,20,25,0,C12,3,12,2019-Nov-20 12:30:22,113.412,0.243999,2.17E-08,226.824,57.8494,51.0082,0.510082,216108,1.02015,1.70408,--,305.646,926.873,--,--,--,--,0.000546816,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886867,Aqueous,2,92.2076,184.415,2.67E-08,133150,21.8741,20.1695,0.218741,92.4835,71.8201,0.775016,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
34,"C12 ",NULL,12:57:23,20/11/2019,1567,34,View,5.57E+06,6.96E+08,5,5,0,100,5.03316,25.0053,96,20,25,0,C12,3,12,2019-Nov-20 12:30:22,113.412,0.243999,2.17E-08,226.824,57.8494,51.0082,0.510082,216108,1.02015,1.70408,--,305.646,926.873,--,--,--,--,0.000546816,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886867,Aqueous,3,485.364,970.728,5.07E-09,6.49E+06,11.598,56.2926,0.11598,6.08184,16.5695,0.00153047,Pure,NULL,NULL,DMPC,1.25,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
35,"D1 ",NULL,12:58:21,20/11/2019,1625,35,View,5.38E+06,1.08E+07,5,5,0,100,5.03316,25.0045,0,50,25,0,D1,4,1,2019-Nov-20 12:30:22,6.38369,0.128842,3.86E-07,12.7674,2.06025,32.2736,0.322736,257.565,0.999972,0.384633,--,13377.2,10268.9,--,--,--,--,9.81E-05,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886885,Aqueous,1,8.45955,16.9191,2.91E-07,497.721,49.6751,4.20229,0.496751,97.0867,99.9899,100,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
35,"D1 ",NULL,12:58:21,20/11/2019,1625,35,View,5.38E+06,1.08E+07,5,5,0,100,5.03316,25.0045,0,50,25,0,D1,4,1,2019-Nov-20 12:30:22,6.38369,0.128842,3.86E-07,12.7674,2.06025,32.2736,0.322736,257.565,0.999972,0.384633,--,13377.2,10268.9,--,--,--,--,9.81E-05,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886885,Aqueous,2,67.4845,134.969,3.65E-08,64143.2,18.4208,12.4312,0.184208,2.91326,0.0101487,2.08E-06,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
36,"D2 ",NULL,12:59:00,20/11/2019,1664,36,View,5.39E+06,1.08E+07,5,5,0,100,5.03316,25.0104,0,50,25,0,D2,4,2,2019-Nov-20 12:30:22,6.38322,0.127415,3.86E-07,12.7664,2.1355,33.4549,0.334549,257.52,0.999978,0.343176,--,13121.5,10594.2,--,--,--,--,8.65E-05,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886764,Aqueous,1,1.40369,2.80739,1.75E-06,7.44331,17.675,0.248103,0.17675,1.5544,57.5407,97.7373,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
36,"D2 ",NULL,12:59:00,20/11/2019,1664,36,View,5.39E+06,1.08E+07,5,5,0,100,5.03316,25.0104,0,50,25,0,D2,4,2,2019-Nov-20 12:30:22,6.38322,0.127415,3.86E-07,12.7664,2.1355,33.4549,0.334549,257.52,0.999978,0.343176,--,13121.5,10594.2,--,--,--,--,8.65E-05,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886764,Aqueous,2,8.2205,16.441,2.99E-07,465.434,43.1331,3.54576,0.431331,94.8573,42.4532,2.26274,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
36,"D2 ",NULL,12:59:00,20/11/2019,1664,36,View,5.39E+06,1.08E+07,5,5,0,100,5.03316,25.0104,0,50,25,0,D2,4,2,2019-Nov-20 12:30:22,6.38322,0.127415,3.86E-07,12.7664,2.1355,33.4549,0.334549,257.52,0.999978,0.343176,--,13121.5,10594.2,--,--,--,--,8.65E-05,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886764,Aqueous,3,51.2812,102.562,4.80E-08,33739.5,17.095,8.7665,0.17095,3.58826,0.00610858,1.80E-07,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
37,"D3 ",NULL,12:59:39,20/11/2019,1703,37,View,5.92E+06,1.08E+07,5,5,0,100,5.03316,25.0113,0,55,25,0,D3,4,3,2019-Nov-20 12:30:22,6.46187,0.137444,3.81E-07,12.9237,2.23211,34.5427,0.345427,265.005,1.00084,0.390874,--,12706.1,10765.3,--,--,--,--,0.000107848,3,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886746,Aqueous,1,2.84992,5.69983,8.64E-07,39.0297,21.0427,0.599698,0.210427,11.8489,73.9534,98.1131,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
37,"D3 ",NULL,12:59:39,20/11/2019,1703,37,View,5.92E+06,1.08E+07,5,5,0,100,5.03316,25.0113,0,55,25,0,D3,4,3,2019-Nov-20 12:30:22,6.46187,0.137444,3.81E-07,12.9237,2.23211,34.5427,0.345427,265.005,1.00084,0.390874,--,12706.1,10765.3,--,--,--,--,0.000107848,3,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886746,Aqueous,2,8.16865,16.3373,3.01E-07,458.594,23.4658,1.91684,0.234658,88.1511,26.0466,1.88693,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
38,"D4 ",NULL,13:00:20,20/11/2019,1744,38,View,5.65E+06,1.13E+07,5,5,0,100,5.03316,25.0076,0,50,25,0,D4,4,4,2019-Nov-20 12:30:22,8.21925,0.124699,2.99E-07,16.4385,1.75644,21.3699,0.213699,465.268,1.001,0.34873,--,11555.3,5858.92,--,--,--,--,0.000105639,2,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886822,Aqueous,1,8.22445,16.4489,2.99E-07,465.957,12.5367,1.03107,0.125367,100,100,100,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.1,TRIS,50,8,150,NULL,NULL,201119
39,"D5 ",NULL,13:00:59,20/11/2019,1783,39,View,5.82E+06,1.06E+07,5,5,0,100,5.03316,25.0007,0,55,25,0,D5,4,5,2019-Nov-20 12:30:22,8.05428,0.142407,3.06E-07,16.1086,4.22467,52.4525,0.524525,443.71,1.00471,7.59036,--,3426.23,13530.3,--,--,--,--,0.00021653,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886962,Aqueous,1,6.99874,13.9975,3.52E-07,319.415,11.8573,0.829861,0.118573,87.2391,97.7512,100,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.1,TRIS,50,8,150,NULL,NULL,201119
39,"D5 ",NULL,13:00:59,20/11/2019,1783,39,View,5.82E+06,1.06E+07,5,5,0,100,5.03316,25.0007,0,55,25,0,D5,4,5,2019-Nov-20 12:30:22,8.05428,0.142407,3.06E-07,16.1086,4.22467,52.4525,0.524525,443.71,1.00471,7.59036,--,3426.23,13530.3,--,--,--,--,0.00021653,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886962,Aqueous,2,962.111,1924.22,2.56E-09,3.22E+07,10.4724,100.756,0.104724,12.7609,2.24878,7.60E-07,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.1,TRIS,50,8,150,NULL,NULL,201119
40,"D6 ",NULL,13:01:38,20/11/2019,1822,40,View,4.78E+06,9.55E+06,5,5,0,100,5.03316,24.9886,0,50,25,0,D6,4,6,2019-Nov-20 12:30:22,8.09276,0.147564,3.04E-07,16.1855,3.15058,38.9308,0.389308,448.686,1.00462,5.99303,--,9136.51,9608.03,--,--,--,--,0.000323879,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88721,Aqueous,1,7.044,14.088,3.49E-07,324.27,11.7769,0.829562,0.117769,89.0651,95.4483,100,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.1,TRIS,50,8,150,NULL,NULL,201119
40,"D6 ",NULL,13:01:38,20/11/2019,1822,40,View,4.78E+06,9.55E+06,5,5,0,100,5.03316,24.9886,0,50,25,0,D6,4,6,2019-Nov-20 12:30:22,8.09276,0.147564,3.04E-07,16.1855,3.15058,38.9308,0.389308,448.686,1.00462,5.99303,--,9136.51,9608.03,--,--,--,--,0.000323879,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88721,Aqueous,2,2300.33,4600.66,1.07E-09,2.47E+08,18.282,420.546,0.18282,10.9349,4.55169,1.25E-07,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.1,TRIS,50,8,150,NULL,NULL,201119
41,"D7 ",NULL,13:02:30,20/11/2019,1874,41,View,5.79E+06,1.91E+07,5,5,0,100,5.03316,24.9841,39.4,50,25,0,D7,4,7,2019-Nov-20 12:30:22,13.0899,0.151875,1.88E-07,26.1798,4.25583,32.5124,0.325124,1382.25,1.0028,2.56647,--,6495.7,5036.78,--,--,--,--,0.000238661,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887301,Aqueous,1,11.6865,23.3729,2.10E-07,1060.09,10.8984,1.27363,0.108984,91.7083,89.1577,100,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
41,"D7 ",NULL,13:02:30,20/11/2019,1874,41,View,5.79E+06,1.91E+07,5,5,0,100,5.03316,24.9841,39.4,50,25,0,D7,4,7,2019-Nov-20 12:30:22,13.0899,0.151875,1.88E-07,26.1798,4.25583,32.5124,0.325124,1382.25,1.0028,2.56647,--,6495.7,5036.78,--,--,--,--,0.000238661,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887301,Aqueous,2,1732.08,3464.16,1.42E-09,1.27E+08,19.0159,329.371,0.190159,8.29168,10.8423,3.40E-06,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
42,"D8 ",NULL,13:03:18,20/11/2019,1922,42,View,5.79E+06,2.01E+07,5,5,0,100,5.03316,24.9845,47.512,55,25,0,D8,4,8,2019-Nov-20 12:30:22,13.1877,0.229268,1.87E-07,26.3753,2.72842,20.6892,0.206892,1406.52,1.00122,0.609866,--,7222.17,3572.28,--,--,--,--,0.000191231,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887294,Aqueous,1,13.4122,26.8243,1.83E-07,1463.19,18.5346,2.48589,0.185346,98.8134,94.9975,100,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
42,"D8 ",NULL,13:03:18,20/11/2019,1922,42,View,5.79E+06,2.01E+07,5,5,0,100,5.03316,24.9845,47.512,55,25,0,D8,4,8,2019-Nov-20 12:30:22,13.1877,0.229268,1.87E-07,26.3753,2.72842,20.6892,0.206892,1406.52,1.00122,0.609866,--,7222.17,3572.28,--,--,--,--,0.000191231,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887294,Aqueous,2,3953.28,7906.56,6.22E-10,8.78E+08,20.6898,817.927,0.206898,1.18659,5.00247,1.44E-07,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
43,"D9 ",NULL,13:04:00,20/11/2019,1964,43,View,5.65E+06,1.41E+07,5,5,0,100,5.03316,24.9805,60,100,25,0,D9,4,9,2019-Nov-20 12:30:22,13.4663,0.144826,1.83E-07,26.9326,2.49836,18.5527,0.185527,1477.04,1.00175,0.475298,--,7135.92,3262.98,--,--,--,--,0.000211148,3,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887375,Aqueous,1,12.481,24.962,1.97E-07,1236.47,4.77087,0.595452,0.0477087,100,100,100,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.05,TRIS,50,8,150,NULL,NULL,201119
44,"D10 ",NULL,13:04:46,20/11/2019,2010,44,View,4.91E+06,3.27E+08,5,5,0,100,5.03316,24.9923,95,30,25,0,D10,4,10,2019-Nov-20 12:30:22,82.8726,0.27073,2.97E-08,165.745,28.9657,34.9521,0.349521,103723,1.00989,1.76153,--,982.329,847.9,--,--,--,--,0.000583257,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887133,Aqueous,1,72.9616,145.923,3.37E-08,76992.3,23.1434,16.8858,0.231434,97.1893,72.5628,99.9761,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
44,"D10 ",NULL,13:04:46,20/11/2019,2010,44,View,4.91E+06,3.27E+08,5,5,0,100,5.03316,24.9923,95,30,25,0,D10,4,10,2019-Nov-20 12:30:22,82.8726,0.27073,2.97E-08,165.745,28.9657,34.9521,0.349521,103723,1.00989,1.76153,--,982.329,847.9,--,--,--,--,0.000583257,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887133,Aqueous,2,933.006,1866.01,2.64E-09,2.99E+07,16.3042,152.119,0.163042,2.8107,27.4372,0.0239083,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
45,"D11 ",NULL,13:05:29,20/11/2019,2053,45,View,5.48E+06,3.13E+08,5,5,0,100,5.03316,24.9991,95,35,25,0,D11,4,11,2019-Nov-20 12:30:22,79.8033,0.234468,3.08E-08,159.607,21.7554,27.2613,0.272613,94957,1.00341,1.19532,--,1139.33,717.149,--,--,--,--,0.000527849,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886995,Aqueous,1,10.9364,21.8729,2.25E-07,907.698,11.7658,1.28676,0.117658,1.36763,35.8533,99.5244,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
45,"D11 ",NULL,13:05:29,20/11/2019,2053,45,View,5.48E+06,3.13E+08,5,5,0,100,5.03316,24.9991,95,35,25,0,D11,4,11,2019-Nov-20 12:30:22,79.8033,0.234468,3.08E-08,159.607,21.7554,27.2613,0.272613,94957,1.00341,1.19532,--,1139.33,717.149,--,--,--,--,0.000527849,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886995,Aqueous,2,75.1224,150.245,3.28E-08,82433.6,12.6049,9.46912,0.126049,98.6324,64.1467,0.475578,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
46,"D12 ",NULL,13:06:09,20/11/2019,2093,46,View,6.03E+06,3.45E+08,5,5,0,100,5.03316,25.009,95,35,25,0,D12,4,12,2019-Nov-20 12:30:22,80.4428,0.233163,3.06E-08,160.886,28.5754,35.5227,0.355227,96747,1.00063,0.924258,--,1000.66,886.823,--,--,--,--,0.000505148,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886792,Aqueous,1,81.4687,162.937,3.02E-08,99658.8,35.8855,29.2355,0.358855,90.246,41.5071,99.9529,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
46,"D12 ",NULL,13:06:09,20/11/2019,2093,46,View,6.03E+06,3.45E+08,5,5,0,100,5.03316,25.009,95,35,25,0,D12,4,12,2019-Nov-20 12:30:22,80.4428,0.233163,3.06E-08,160.886,28.5754,35.5227,0.355227,96747,1.00063,0.924258,--,1000.66,886.823,--,--,--,--,0.000505148,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886792,Aqueous,2,1247.92,2495.84,1.97E-09,5.91E+07,27.0121,337.089,0.270121,9.75403,58.4929,0.0470611,Pure,NULL,NULL,DMPC,0.625,DIBMA,0.01,TRIS,50,8,150,NULL,NULL,201119
47,"E1 ",NULL,13:06:57,20/11/2019,2141,47,View,5.20E+06,7.86E+06,5,5,0,100,5.03316,25.0057,5.5216,70,25,0,E1,5,1,2019-Nov-20 12:30:22,5.5715,0.129512,4.42E-07,11.143,2.01858,36.2305,0.362305,187.329,0.999894,0.697302,--,14225.8,13037.4,--,--,--,--,0.000114337,2,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886861,Aqueous,1,7.86515,15.7303,3.13E-07,419.715,45.1055,3.54761,0.451055,100,100,100,Pure,NULL,NULL,DMPC,0.313,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
48,"E2 ",NULL,13:07:36,20/11/2019,2180,48,View,5.31E+06,7.59E+06,5,5,0,100,5.03316,25.0081,0,70,25,0,E2,5,2,2019-Nov-20 12:30:22,5.55704,0.115829,4.43E-07,11.1141,2.00064,36.0019,0.360019,186.193,0.999929,0.541704,--,14336.4,12995.9,--,--,--,--,8.66E-05,3,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886812,Aqueous,1,8.07156,16.1431,3.05E-07,445.941,52.7294,4.25608,0.527294,100,100,100,Pure,NULL,NULL,DMPC,0.313,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
49,"E3 ",NULL,13:08:17,20/11/2019,2221,49,View,5.32E+06,7.61E+06,5,5,0,100,5.03316,25.0127,0,70,25,0,E3,5,3,2019-Nov-20 12:30:22,5.58566,0.109626,4.41E-07,11.1713,1.95126,34.9334,0.349334,188.445,0.999913,0.518212,--,14587.8,12580.7,--,--,--,--,7.94E-05,3,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886717,Aqueous,1,8.07509,16.1502,3.05E-07,446.397,49.1697,3.9705,0.491697,100,100,100,Pure,NULL,NULL,DMPC,0.313,DIBMA,0.5,TRIS,50,8,150,NULL,NULL,201119
